지번주소,도로명주소,도로명우편번호,사업자명,경도,위도
서울특별시 종로구 종로2가 9번지 지하1층,"서울특별시 종로구 종로 69, 지하1층 (종로2가, YMCA)",3164,락 노래연습장,126.98531414524,37.5705768749389
서울특별시 종로구 관철동 13-10 (2층),"서울특별시 종로구 삼일대로19길 19 (관철동,(2층))",,프라하1,126.986346922097,37.5694774241
서울특별시 종로구 명륜2가 38-3 지하1층,"서울특별시 종로구 대명길 26 (명륜2가,지하1층)",,하나,127.000095893688,37.5834182191915
서울특별시 종로구 명륜2가 32-0번지,서울특별시 종로구 창경궁로 258-15 (명륜2가),3077,인디안노래방,127.00065076533,37.5835966141203
서울특별시 종로구 관철동 14-1번지,서울특별시 종로구 삼일대로19길 16 (관철동),,럭셔리,126.986757447162,37.5696564085647
서울특별시 종로구 관철동 14-9번지,서울특별시 종로구 삼일대로19길 28 (관철동),,칼라노래연습장,126.986005152645,37.5696645208411
서울특별시 종로구 재동 107-1 (3층),"서울특별시 종로구 북촌로 3 (재동,(3층))",,소나타,126.98559247667,37.5771346198438
서울특별시 종로구 체부동 52 (지상3층),"서울특별시 종로구 자하문로 5 (체부동,(지상3층))",,경희궁,126.972230037403,37.5766206481405
서울특별시 종로구 동숭동 1-31번지,서울특별시 종로구 대학로12길 4  (동숭동),,S.B.S노래연습장,127.002197716421,37.5825159439465
서울특별시 종로구 숭인동 1375번지 (지하1층),"서울특별시 종로구 난계로29길 14 (숭인동,(지하1층))",,폭스,127.022377495871,37.574592032993
서울특별시 종로구 창신동 459-44번지 지하1층,"서울특별시 종로구 종로50길 8 (창신동,지하1층)",,키스,127.012436695015,37.5715564250404
서울특별시 종로구 숭인동 183-9번지 (지하1층),"서울특별시 종로구 종로 389 (숭인동,(지하1층))",,월드컵,127.020515362043,37.5747538295343
서울특별시 종로구 재동 92번지 (4층),"서울특별시 종로구 북촌로 2 (재동,(4층))",,재동2,126.986178862502,37.577254432098
서울특별시 종로구 명륜4가 176-1번지 (지하1층),"서울특별시 종로구 대학로11길 46  (명륜4가,(지하1층))",,영노래방,126.999503667558,37.582644535133
서울특별시 종로구 숭인동 759 지하1층,"서울특별시 종로구 숭인동길 35 (숭인동,지하1층)",,피렌체,127.021817505815,37.5766069418164
서울특별시 종로구 관철동 12-7,서울특별시 종로구 삼일대로15길 20 (관철동),3190,블루,126.986394791393,37.5689211549831
서울특별시 종로구 관철동 19-21번지,서울특별시 종로구 종로10길 13 (관철동),,락,126.984587656519,37.569454952948
서울특별시 종로구 관훈동 123-4번지 (지하1층),"서울특별시 종로구 인사동길 60  (관훈동,(지하1층))",,인사동,126.983634642346,37.5752792170686
서울특별시 종로구 창신동 534-0,서울특별시 종로구 종로 309-3 (창신동),,싱싱 노래연습장,127.012030439086,37.5723268179637
서울특별시 종로구 내자동 30번지,서울특별시 종로구 사직로 103-4 (내자동),,골드,126.970607440318,37.5763941957968
서울특별시 종로구 묘동 195번지 지하1층,"서울특별시 종로구 돈화문로 33 (묘동,지하1층)",,오케이노래연습장,126.991694015973,37.5714427219396
서울특별시 종로구 창신동 538-1,서울특별시 종로구 종로 307 (창신동),,25시 노래연습장,127.011854397226,37.5722159232795
서울특별시 종로구 창신동 77-1번지 (지하1층),"서울특별시 종로구 지봉로 57  (창신동,(지하1층))",,우즈,127.015435621835,37.575295740398
서울특별시 종로구 행촌동 209-8번지,서울특별시 종로구 통일로12길 8 (행촌동),,강변노래연습장,126.960100323231,37.5731939326525
서울특별시 종로구 명륜4가 8-1 외5(지상3층),"서울특별시 종로구 대명길 9 (명륜4가,외5(지상3층))",,악쓰는하마코인노래연습장,127.000958936342,37.583376138945
서울특별시 종로구 숭인동 228-6 (지하1층),"서울특별시 종로구 종로 374 (숭인동,(지하1층))",,팡팡,127.019067471795,37.5737505443154
서울특별시 종로구 적선동 100-1 (지하1층),"서울특별시 종로구 자하문로2길 4 (적선동,(지하1층))",,베르사유,126.972859321085,37.576377886406
"서울특별시 종로구 관철동 13-10 (3,4층) ","서울특별시 종로구 삼일대로19길 19 (관철동,(3,4층))",,프라하,126.986346922097,37.5694774241
서울특별시 종로구 종로5가 77번지,서울특별시 종로구 대학로2길 4 (종로5가),,차차차노래방,127.002295758575,37.5714067718014
서울특별시 종로구 명륜2가 18-0번지 19번지,"서울특별시 종로구 창경궁로34길 14  (명륜2가,19번지)",,보스노래방,127.00085275134,37.5843627274196
"서울특별시 종로구 낙원동 132-1 , 132-11 ","서울특별시 종로구 돈화문로11길 31, 3층 (낙원동)",3139,대빵오락실 노래연습장,126.989693681416,37.5724130260993
서울특별시 종로구 관철동 43-5,"서울특별시 종로구 종로10길 14, 3층 (관철동)",3189,피버 코인노래연습장,126.984306605861,37.5694005858939
서울특별시 종로구 관철동 6-3번지,서울특별시 종로구 삼일대로 393  (관철동),,괴짜노래연습실,126.987390656141,37.5696744077038
서울특별시 중구 신당동 368-58 지하1층,"서울특별시 중구 다산로 114-8 (신당동,지하1층)",,세븐노래연습장,127.010691824169,37.5538451665433
서울특별시 중구 필동2가 58-1 지하1층,"서울특별시 중구 퇴계로44길 8-10 (필동2가,지하1층)",,미쳐날뛸 창 노래방,126.996987541128,37.5613283048194
서울특별시 중구 무학동 4,서울특별시 중구 다산로 243 (무학동),,센스,127.015835599839,37.5647463827023
서울특별시 중구 신당동 369-9 지상4층,"서울특별시 중구 다산로 117 (신당동,지상4층)",,용가리 노래연습장,127.010244789868,37.5546053780447
서울특별시 중구 신당동 292-43,서울특별시 중구 다산로 222 (신당동),4586,쿨,127.015591399432,37.5628525208577
서울특별시 중구 신당동 120-26 지하 1층,"서울특별시 중구 다산로44길 33 (신당동,지하 1층)",,성우노래연습장,127.018750393932,37.5651642882882
서울특별시 중구 신당동 374-17 지하 1층,"서울특별시 중구 동호로 194 (신당동,지하 1층)",,가요톱10 노래연습장,127.010501578779,37.5554222000065
서울특별시 중구 무학동 21 지층,"서울특별시 중구 다산로 227 (무학동,지층)",,해피데이 노래연습장,127.015411239382,37.5635464919783
서울특별시 중구 필동3가 18-3 지하1층,"서울특별시 중구 서애로1길 10, 지하1층 (필동3가)",4623,골든싱어 코인노래연습장 (동국대점),126.998466728,37.5609382016912
서울특별시 중구 신당동 381-8,서울특별시 중구 동호로 196 (신당동),4607,풀 코인 노래연습장,127.010372365931,37.5556464697381
서울특별시 중구 필동2가 37-9번지,"서울특별시 중구 퇴계로 222, 지하층 (필동2가)",4624,리코스타코인 노래연습장 동대점,126.996408264215,37.5615394822515
서울특별시 중구 회현동1가 184,서울특별시 중구 퇴계로8길 10 (회현동1가),4634,호박 노래연습장,126.979847873129,37.558905915002
서울특별시 중구 북창동 98-0,서울특별시 중구 남대문로1길 26 (북창동),,동큐,126.977524799094,37.5621982787179
서울특별시 중구 신당동 142-3,서울특별시 중구 다산로44길 72 (신당동),,탈랜트,127.021000870732,37.5650171371491
서울특별시 중구 필동2가 53-0,서울특별시 중구 퇴계로 226 (필동2가),,대한,126.996855331452,37.5616329283639
서울특별시 중구 황학동 2475-0번지 지하1층,"서울특별시 중구 퇴계로 453 (황학동,지하1층)",,앵콜,127.022147980233,37.5656156394493
서울특별시 중구 무학동 27-0번지,서울특별시 중구 퇴계로76길 39 (무학동),,우리노래연습장,127.015252657587,37.5635035350435
서울특별시 중구 충무로2가 66-9번지 지하1층,"서울특별시 중구 명동8가길 7 (충무로2가,지하1층)",,루키,126.985404271845,37.5617602798822
서울특별시 중구 무학동 36 지하 1층,"서울특별시 중구 퇴계로76길 32, 지하1층 (무학동)",4611,그리스,127.015116562486,37.5638356598127
서울특별시 중구 신당동 377-92번지 지하 1층,"서울특별시 중구 동호로12길 33 (신당동,지하 1층)",,팡팡,127.011237512786,37.556715784534
서울특별시 중구 신당동 302-4번지 지층 3호,"서울특별시 중구 퇴계로76길 50, 지층 3호 (신당동)",4611,악쓰는 하마,127.01473974302,37.5631438323172
서울특별시 중구 신당동 372-37번지 지하1층,"서울특별시 중구 다산로10길 26 (신당동,지하1층)",,신안,127.011473709471,37.5530241939225
"서울특별시 중구 장충동1가 56-17 지상 3,4층 ","서울특별시 중구 장충단로 175 (장충동1가,지상 3,4층)",,특급노래연습장,127.005562066074,37.560663366702
서울특별시 중구 중림동 398-1,서울특별시 중구 서소문로 8 (중림동),,에이스,126.962934879011,37.5589845284339
서울특별시 중구 중림동 156-74,"서울특별시 중구 중림로 17, 2층 (중림동)",4504,소울노래연습장,126.965406209707,37.5590698820143
서울특별시 중구 신당동 369-64 지상2층,"서울특별시 중구 동호로 186-3, 2층 (신당동)",4590,플로렌스노래연습장,127.011165580511,37.5547565720844
서울특별시 중구 명동2가 32-8 지상2층,"서울특별시 중구 명동8길 11-6 (명동2가,지상2층)",,뮤지컬,126.984974235146,37.563160464697
서울특별시 중구 신당동 372-6번지,"서울특별시 중구 동호로 169, 지하층 (신당동)",4596,엄지노래연습장,127.011491862858,37.5533253056848
서울특별시 중구 신당동 361-13 지하1층,"서울특별시 중구 다산로11길 13, 지하1층 (신당동, 복장문화회관)",4598,썸뮤직 노래연습장,127.009633208843,37.5546125474078
서울특별시 중구 신당동 133-13,서울특별시 중구 퇴계로86길 40 (신당동),,해뜰노래연습장,127.019468683306,37.5638516907949
서울특별시 중구 신당동 140-34,서울특별시 중구 다산로44길 53 (신당동),,따봉노래연습장,127.019933228916,37.5652386068881
서울특별시 중구 필동3가 10-1번지,서울특별시 중구 퇴계로44길 17 (필동3가),4624,싱싱 노래연습장,126.997230211626,37.5611190993139
서울특별시 중구 신당동 369-7번지,"서울특별시 중구 동호로 189 (신당동, 톰캣프라자)",4598,베스타코인 노래연습장,127.010232717796,37.5548784715093
서울특별시 중구 신당동 144-2,서울특별시 중구 퇴계로86길 23 (신당동),,노찾사,127.019816107072,37.5644893581721
서울특별시 중구 남창동 168-17,서울특별시 중구 퇴계로4길 5 (남창동),,신바람,126.977578255585,37.557553018907
서울특별시 중구 신당동 381-6,서울특별시 중구 동호로12길 13 (신당동),,약수,127.010715214714,37.5559661130655
서울특별시 중구 신당동 141-2번지 지하1층,"서울특별시 중구 다산로44길 56  (신당동,지하1층)",,신바람,127.020098541292,37.565031890345
서울특별시 중구 신당동 381-7번지 지하1층,"서울특별시 중구 동호로12길 7 (신당동,지하1층)",,다산노래연습장,127.010551994975,37.5558056600972
서울특별시 중구 신당동 100-9번지 지하1층,"서울특별시 중구 다산로42길 3  (신당동,지하1층)",,리치,127.016545009327,37.5650353249966
서울특별시 중구 무학동 35번지 지하1층,"서울특별시 중구 퇴계로76길 32, 지하1층 (무학동)",4611,쭈쭈바 노래연습장,127.015116562486,37.5638356598127
서울특별시 중구 신당동 366-440 지하1층,"서울특별시 중구 동호로17길 295, 지하1층 (신당동)",4600,티티카카 노래연습장,127.006943208627,37.5483764768575
서울특별시 중구 무학동 13,"서울특별시 중구 퇴계로76길 29, 지하1층 (무학동)",4611,준노래연습장,127.015465072594,37.5638853496743
서울특별시 중구 중림동 200 삼성사이버빌리지상가2(지하1층),"서울특별시 중구 중림로 10 (중림동,삼성사이버빌리지상가2(지하1층))",,WOW락노래연습장,126.964320892997,37.5589266608979
서울특별시 중구 신당동 374-13 지상2층,"서울특별시 중구 다산로 135-1 (신당동,지상2층)",,차차차 노래연습장,127.011074553174,37.5560374389147
서울특별시 중구 무학동 38 지하1층,"서울특별시 중구 다산로35길 14 (무학동,지하1층)",,다온다 노래연습장,127.014943590996,37.5637194533019
서울특별시 중구 신당동 140-9 지상2층 모아노래방,"서울특별시 중구 퇴계로 438 (신당동, 지상2층 모아노래방)",4578,모아노래방,127.020215688067,37.5654409225886
서울특별시 중구 장충동2가 25-3,"서울특별시 중구 동호로24길 33, 지하1층 (장충동2가)",4617,천수,127.0052163024,37.560735642431
서울특별시 중구 신당동 374-25번지,서울특별시 중구 다산로 133-1 (신당동),,놀이터노래연습장,127.0109910091,37.5558912148166
서울특별시 중구 신당동 374-13 지하 1층,"서울특별시 중구 다산로 135-1 (신당동,지하 1층)",,따봉,127.011074553174,37.5560374389147
서울특별시 중구 장충동2가 42-2,서울특별시 중구 동호로30길 43 (장충동2가),,대박 노래연습장,127.005378298432,37.5612018109069
서울특별시 중구 필동2가 32-11 삼지빌딩,"서울특별시 중구 필동로 3, 삼지빌딩 지하1층 (필동2가)",4624,제이코인노래연습장,126.996164934268,37.5612939529888
서울특별시 중구 을지로6가 18-37,"서울특별시 중구 을지로43길 38, 지하1층 (을지로6가)",4564,뮤직이너스 노래연습장,127.007765983844,37.5677113760105
서울특별시 중구 신당동 360-2,"서울특별시 중구 동호로 193, 지하1층 (신당동)",4598,티파니 노래연습장,127.009980266603,37.5551532974187
서울특별시 중구 북창동 82 지하 2층,"서울특별시 중구 세종대로14길 26, 지하 2층 (북창동)",4526,파티노래연습장,126.978088868479,37.5627128537817
서울특별시 중구 명동2가 55-5번지,"서울특별시 중구 명동4길 2, 3층 (명동2가)",4536,K-POP 코인 노래연습장,126.983437910806,37.5634495691314
서울특별시 중구 을지로3가 345-7,"서울특별시 중구 을지로 110-1, 2층 (을지로3가)",4550,세븐틴코인노래연습장 을지로3가점,126.990158299018,37.5660201420261
서울특별시 중구 을지로6가 23 타임캐슬 오피스텔,"서울특별시 중구 을지로 254, B1층 (을지로6가)",4561,캐슬 노래연습장,127.006297400517,37.565992994002
서울특별시 중구 을지로6가 17-2 현대시티타워,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",4563,미디어스코프 주식회사,127.007666479829,37.568734553218
서울특별시 중구 신당동 121-1,서울특별시 중구 다산로44길 20 (신당동),4577,렉스코인노래연습장(신당점),127.018059431206,37.5649040081114
서울특별시 중구 신당동 370-46,서울특별시 중구 다산로 159 (신당동),,스타,127.012177070294,37.5579615004095
서울특별시 중구 남대문로2가 130 AVENUEL,"서울특별시 중구 남대문로 73, AVENUEL 6층 (남대문로2가)",4533,미디어스코프 주식회사,126.981781474221,37.56424508512
서울특별시 성동구 송정동 67-13번지,서울특별시 성동구 광나루로 305  (송정동),,키노래방,127.063688369397,37.548342206164
서울특별시 용산구 한남동 641-3번지 지층,서울특별시 용산구 대사관로30길 4 (한남동),4402,썸,127.00549745307,37.5331107316214
서울특별시 용산구 보광동 274-17 지층,"서울특별시 용산구 우사단로2길 1, 지층 (보광동)",4413,왕십리,126.996881063967,37.5307956056068
서울특별시 용산구 이태원동 128-7번지 지하1층,서울특별시 용산구 보광로59길 14 (이태원동),4391,보스노래연습장,126.993354208737,37.5340620395259
서울특별시 용산구 이태원동 225-94,서울특별시 용산구 회나무로 25 (이태원동),4344,싸이노래연습장,126.989572384828,37.539546516555
서울특별시 용산구 청파동2가 71-75번지,서울특별시 용산구 청파로45길 37 (청파동2가),4313,퀸,126.968542763626,37.5444611640746
서울특별시 용산구 동자동 43-13 2층동,서울특별시 용산구 한강대로 373 (동자동),4320,노래마을,126.971994273965,37.5517115590906
서울특별시 용산구 동자동 19-40번지 지층동,서울특별시 용산구 한강대로104길 51 (동자동),4324,피노키오 노래연습장,126.974983863027,37.5505828289778
서울특별시 용산구 용문동 41-25 2층동,서울특별시 용산구 효창원로42길 16 (용문동),4363,GO래GO래 노래연습장,126.959913130701,37.5365669622615
서울특별시 용산구 한강로1가 237-3번지 지층동,서울특별시 용산구 한강대로 180 (한강로1가),4382,환타지,126.973359125512,37.5344018722304
서울특별시 용산구 용산동2가 26-9 지층,"서울특별시 용산구 신흥로12길 1, 지층 (용산동2가, 종점약국)",4339,구찌노래연습장,126.987849043321,37.5435093091909
서울특별시 용산구 갈월동 90-10 2층동,서울특별시 용산구 한강대로 279 (갈월동),4321,새로노래연습장,126.972200485609,37.5431254492172
서울특별시 용산구 원효로2가 1-38번지 2층동,서울특별시 용산구 원효로 220 (원효로2가),4368,카니발,126.966369327926,37.5377353223699
서울특별시 용산구 갈월동 87 지층,"서울특별시 용산구 한강대로 289, 지층 (갈월동)",4321,별노래연습장,126.971964095596,37.5440581079411
서울특별시 용산구 한강로1가 152-1 지층,서울특별시 용산구 한강대로62길 11 (한강로1가),4382,한강노래연습장,126.973914997696,37.5343795613992
서울특별시 용산구 한강로2가 2-195번지 2층,"서울특별시 용산구 새창로 213-17 (한강로2가, 성광빌딩)",4376,발리노래연습장,126.967895218955,37.5308818336555
서울특별시 용산구 후암동 244-11 지하1층,서울특별시 용산구 후암로 32 (후암동),4331,브라보 노래연습장,126.97794121759,37.5487053771864
서울특별시 용산구 한강로1가 196-1,서울특별시 용산구 한강대로62나길 2 (한강로1가),4382,민들레,126.973875029144,37.534140066535
서울특별시 용산구 원효로3가 35-3 지하1층동,서울특별시 용산구 원효로41길 21 (원효로3가),4363,베토벤,126.958569447398,37.5346820557123
서울특별시 용산구 남영동 24-6,서울특별시 용산구 한강대로 288-3 (남영동),4352,위아더월드,126.972653202948,37.5440951204131
서울특별시 용산구 한남동 78-10번지 3층,"서울특별시 용산구 한남대로21길 33, 3층 (한남동)",4401,25시 그리스,127.006595381257,37.5333552070916
서울특별시 용산구 한남동 631-17 지층동,서울특별시 용산구 대사관로30길 17 (한남동),4402,한강,127.005659084915,37.5325199375614
서울특별시 용산구 보광동 259-1 109호,"서울특별시 용산구 보광로 46, 1층 109호 (보광동)",4414,월드노래연습장,126.99921497434,37.5283391534087
서울특별시 용산구 한남동 657-98 2층동,서울특별시 용산구 대사관로31길 12 (한남동),4401,스타,127.005981863322,37.5338573676103
서울특별시 용산구 원효로1가 12-20,서울특별시 용산구 원효로93길 22 (원효로1가),4314,2차노래연습장,126.968550841176,37.540855816461
서울특별시 용산구 청파동1가 140-3 지층동,"서울특별시 용산구 청파로 333 (청파동1가, 홍신빌딩)",4304,청파,126.969693974817,37.5493254177173
서울특별시 용산구 이태원동 132-1 3층동,서울특별시 용산구 보광로60길 22 (이태원동),4406,나이스,126.995455586573,37.5339072570248
서울특별시 용산구 원효로3가 40-1번지 지층동,"서울특별시 용산구 원효로41길 18, 지층 (원효로3가)",4363,짝,126.958615841346,37.5344669129937
서울특별시 용산구 한강로3가 40-592번지 지층동,서울특별시 용산구 한강대로 55 (한강로3가),4379,필,126.964425882678,37.5259083911788
서울특별시 용산구 남영동 62-9,"서울특별시 용산구 한강대로 280-1, 2층 (남영동)",4352,필하모니,126.972838722074,37.5433166096361
서울특별시 용산구 서계동 220-3,서울특별시 용산구 청파로 391 (서계동),4300,드림21,126.968744854057,37.5545066304684
서울특별시 용산구 한강로3가 40-152 2층동,서울특별시 용산구 한강대로15길 9 (한강로3가),4379,용산,126.963886338534,37.5257428034399
서울특별시 용산구 이촌동 301-139번지 3층동,서울특별시 용산구 이촌로75길 12 (이촌동),4423,하모니,126.974263969076,37.5204240193546
서울특별시 용산구 한남동 634-1,서울특별시 용산구 대사관로 73 (한남동),4401,로데오노래연습장,127.006164887562,37.533402352702
서울특별시 용산구 청파동2가 90-2번지 지층,"서울특별시 용산구 청파로 285, 지층 (청파동2가)",4309,파랑새노래연습장,126.970291459739,37.5451025878356
서울특별시 용산구 용문동 8-165번지 2층동,서울특별시 용산구 새창로 119 (용문동),4364,신세계,126.960888047776,37.5368827294338
서울특별시 용산구 후암동 105-70번지,서울특별시 용산구 후암로 35-1 (후암동),4332,무지개,126.977417722253,37.5490889234468
서울특별시 용산구 보광동 257-1번지,서울특별시 용산구 보광로 51 (보광동),4394,오디션,126.99846829513,37.5286046713074
서울특별시 용산구 남영동 61-4 지층동,"서울특별시 용산구 한강대로 282, 지층 (남영동, 신한은행)",4352,올인노래연습장,126.972749951979,37.5434720115918
서울특별시 용산구 후암동 103-10번지 지층동,서울특별시 용산구 한강대로104길 80 (후암동),4332,연출,126.97658725684,37.5500358913535
서울특별시 용산구 서계동 266-73 지층,"서울특별시 용산구 만리재로 134, 지층 (서계동)",4305,HOLLYWOOD,126.962570190199,37.5513452148053
서울특별시 용산구 한남동 644-10 지층동,"서울특별시 용산구 대사관로 56, 지층 (한남동)",4402,꼬끼오,127.004186627406,37.5332845884683
"서울특별시 용산구 한강로2가 143-1번지 지하102호,103호 ","서울특별시 용산구 한강대로40길 14, 지하층 102호,103호 (한강로2가)",4386,테마노래연습장,126.969969527032,37.5301466215658
서울특별시 용산구 남영동 26-2 3층,"서울특별시 용산구 한강대로 284, 3층 (남영동)",4352,신데렐라 노래연습장,126.972706418316,37.5436970711962
서울특별시 용산구 용문동 8-77번지 지하1층동,서울특별시 용산구 효창원로 114 (용문동),4364,세븐,126.960955827997,37.5381728942386
서울특별시 용산구 원효로3가 58-1번지 2층,"서울특별시 용산구 원효로41길 9, 2층 (원효로3가)",4363,스마일노래연습장,126.958124219166,37.5343034783453
서울특별시 용산구 원효로2가 43-4,"서울특별시 용산구 원효로 184, 2층 (원효로2가)",4367,산울림 노래연습장,126.963074834878,37.5359079201913
서울특별시 용산구 원효로2가 81-8번지,"서울특별시 용산구 원효로53길 9, 지하층 (원효로2가)",4364,궁노래연습장,126.961991202294,37.5360147954612
서울특별시 용산구 원효로3가 37-2번지,"서울특별시 용산구 원효로41길 15, 2층 (원효로3가)",4363,행운노래연습장,126.958314957366,37.534539427835
서울특별시 용산구 한강로2가 2-192,"서울특별시 용산구 한강대로39길 20, 지층 (한강로2가)",4376,아리수노래연습장,126.968123984925,37.5311370592046
서울특별시 용산구 보광동 222-8,"서울특별시 용산구 보광로 31-1, 2층 (보광동, LG전자프라자)",4394,샘노래연습장,126.999828833439,37.5271372193807
서울특별시 용산구 한강로1가 153번지,서울특별시 용산구 한강대로62길 13 (한강로1가),4382,낭낭노래연습장,126.973870792784,37.5342837752364
서울특별시 용산구 한강로1가 197 2층동,서울특별시 용산구 한강대로62길 23 (한강로1가),4382,데코,126.973847053613,37.5339010248046
서울특별시 용산구 용문동 40-2 지층동,"서울특별시 용산구 효창원로 93, 지층 (용문동)",4356,용문노래연습장,126.959170224245,37.5371851544368
서울특별시 용산구 청파동3가 111-9 3층,"서울특별시 용산구 청파로47길 49, 3층 (청파동3가, 캠퍼스프라자)",4313,Joyking동전노래연습장,126.967563904498,37.5445841559546
서울특별시 용산구 이태원동 128-3 3층,"서울특별시 용산구 이태원로 176, 3층 (이태원동)",4391,적셔,126.993425922089,37.5342678321451
서울특별시 용산구 남영동 61-3 2층,서울특별시 용산구 한강대로84길 4 (남영동),4352,황금,126.972876339986,37.5434897002793
서울특별시 용산구 이태원동 630번지,"서울특별시 용산구 녹사평대로54길 6, 지1층 (이태원동)",4343,K-POP,126.98755859772,37.5392786344347
서울특별시 용산구 용산동2가 1-1418번지 지층동,서울특별시 용산구 신흥로36길 8 (용산동2가),4337,자기연출,126.981954784528,37.5463207544107
