지번주소,도로명주소,사업자명,경도,위도
서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),이마트에브리데이 이문점,127.061885756308,37.5984917221
서울특별시 동대문구 답십리1동 530번지 11호  외1필지 지층1호~13호,서울특별시 동대문구 고미술로 49 (답십리동),이마트에브리데이 답십리점,127.05348752395,37.567459850145
서울특별시 중랑구 면목7동 650번지 카멜리아 쇼핑센타 1층,서울특별시 중랑구 면목로39길 11 (면목동),이마트에브리데이 면목동점,127.086299055242,37.5795516849136
서울특별시 중랑구 묵1동 170번지 1호 외 35필지,서울특별시 중랑구 동일로 932 (묵동),주식회사이마트 묵동점,127.077545015528,37.6138348860458
서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구 도봉로 17 (길음동),이마트 미아점,127.02985860184,37.6109116140567
서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티아파트)",이마트 하월곡점,127.030928150119,37.6050371568783
서울특별시 성북구 길음동 25번지 2호,,신세계이마트미아점,,
서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구  도봉로  17 (길음동),이마트 미아점,127.02985860184,37.6109116140567
서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점,"서울특별시 성북구 도봉로 17, 신세계 이마트 미아점 (길음동)",이마트 미아점,127.02985860184,37.6109116140567
서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167,  동 (하월곡동)",이마트 하월곡점,127.030928150119,37.6050371568783
서울특별시 성북구 길음동 1286-10 길음뉴타운9단지래미안 상가,"서울특별시 성북구 길음로7길 6, 길음뉴타운9단지래미안 상가 지하1층 B04~B08호 (길음동)",이마트에브리데이 길음점,127.02240090837,37.6043692874401
서울특별시 성북구 길음동 1286-10 길음뉴타운9단지래미안 상가,"서울특별시 성북구 길음로7길 6, 길음뉴타운9단지래미안 상가 지하1층 B04~B08호 (길음동)",이마트에브리데이 길음점,127.02240090837,37.6043692874401
서울특별시 강북구 미아동 1359번지,서울특별시 강북구 삼양로 247 (미아동),롯데쇼핑  롯데마트 삼양점,127.017747047824,37.6255182619776
서울특별시 강북구 미아동 1351번지,"서울특별시 강북구 도봉로 157, 112호 (미아동, 두원프라자)",이마트에브리데이 미아동점,127.027002345032,37.6227592161358
서울특별시 도봉구 창동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),이마트에브리데이 창동점,127.035021358294,37.6433358929241
서울특별시 도봉구 창동 135번지 26호,서울특별시 도봉구 노해로65길 4 (창동),이마트 창동점,127.046699282846,37.651636123068
서울특별시 노원구 중계동 160-1 기업은행,"서울특별시 노원구 덕릉로 690, 1층 (중계동)",이마트에브리데이 상계역점,127.07566552892,37.6591744841062
서울특별시 노원구 공릉2동 89번지 1호  대덕프라자 지층 101~102호,서울특별시 노원구 노원로1길 67 (공릉동),이마트에브리데이 공릉동점,127.083635681247,37.6208254563305
서울특별시 노원구 월계동 333번지 1호,"서울특별시 노원구 마들로3길 15 (월계동, 월계이마트)",이마트타운 월계점,127.061979778612,37.6265093604229
서울특별시 노원구 중계동 517호,"서울특별시 노원구 노원로 330 (중계동, 롯데마트)",롯데마트 중계점,127.070940893709,37.6467905319279
서울특별시 은평구 수색동 75번지,서울특별시 은평구 수색로 217 (수색동),이마트 수색점,126.898678379239,37.5796932759305
서울특별시 은평구 응암동 90번지 1호,서울특별시 은평구 은평로 111 (응암동),이마트 은평점,126.920513478627,37.6008254685415
서울특별시 서대문구 남가좌동 50-3 명지대학교,"서울특별시 서대문구 거북골로 34, 명지대학교 (남가좌동)",이마트에브리데이 명지대점,126.921348530876,37.5803770223812
서울특별시 서대문구 홍은동 11-419,서울특별시 서대문구 홍은중앙로 89(홍은동),이마트에브리데이 홍은점,126.947351976886,37.5990276988425
서울특별시 서대문구 남가좌동 286-1 DMC금호리첸시아,"서울특별시 서대문구 수색로2길 39(남가좌동, DMC금호리첸시아)",이마트에브리데이 남가좌점,126.915904667901,37.5713138623931
서울특별시 마포구 공덕동 173번지 대우월드마크마포,서울특별시 마포구 백범로 212 (신공덕동),이마트 마포점,126.953365521963,37.5424315097987
서울특별시 마포구 신공덕동 173번지,서울특별시 마포구  백범로  212 (신공덕동),이마트 마포점,126.953365521963,37.5424315097987
서울특별시 양천구 목5동 904번지 목동4단지아파트 관리동 105호,"서울특별시 양천구 목동서로 130, 관리동 105호 (목동,목동4단지아파트)",이마트에브리데이 목동점,126.870904725016,37.5315163480803
서울특별시 양천구 목1동 962번지 1호 목동트라팰리스 내,서울특별시 양천구 오목로 299 (목동),이마트 목동점,126.87035534357,37.5260837006075
서울특별시 양천구 신정동 995-2,서울특별시 양천구 목동로 183(신정동),이마트에브리데이 목동역점,126.86432426536,37.5248692237083
서울특별시 강서구 마곡동 759번지 마곡센트럴타워Ⅱ,"서울특별시 강서구 마곡서로 158, 마곡센트럴타워Ⅱ 103~110, 118, 119호 (마곡동)",이마트에브리데이 마곡점,126.825424095847,37.5680890965874
서울특별시 강서구 가양동 1458번지 9호 동남빌딩,"서울특별시 강서구 허준로 16-12, 동남빌딩 (가양동)",㈜이마트에브리데이 양천향교역점,126.84346068548,37.5703291249212
,"서울특별시 강서구 화곡로 274 (화곡동, 외4필지 크라운뷰 1층 104~109)",이마트에브리데이 화곡동점,126.847501435204,37.5488379962383
서울특별시 강서구 등촌동 73-1 금부빌딩,"서울특별시 강서구 양천로 476, 금부빌딩 (등촌동)",이마트에브리데이 가양역점,126.853271958466,37.5616001805127
서울특별시 구로구 구로동 3번지 25호 외 31필지,"서울특별시 구로구 새말로 97 (구로동,외 31필지)", 이마트 신도림점,126.890227293528,37.5070438414784
서울특별시 구로구 구로동 3번지 25호 외 31필지,"서울특별시 구로구 새말로 97 (구로동,외 31필지)",신도림 테크노마트,126.890227293528,37.5070438414784
서울특별시 구로구 구로동 188번지 26호,서울특별시 구로구 디지털로32길 43 (구로동),이마트 구로점,126.897885833718,37.4843992290119
"서울특별시 구로구 개봉동 324-1, 324-11,324-13  1층",서울특별시 구로구 개봉로17길 34 (개봉동),이마트에브리데이 개봉동점,126.854071610666,37.4917839337419
서울특별시 구로구 구로동 188번지 26  호,,이마트구로점,,
서울특별시 금천구 독산동 295번지 10  호 외 5,서울특별시 금천구 두산로 71 (독산동),롯데쇼핑  롯데마트맥스 금천점,126.895648111983,37.4706810310412
서울특별시 영등포구 당산동2가 165 한화포레나당산,"서울특별시 영등포구 당산로 83, 지하 102~103호 (당산동2가, 한화포레나당산)",이마트에브리데이 영등포구청점,126.89528677963,37.522057531502
서울특별시 영등포구 신길동 3608 비스타동원,"서울특별시 영등포구 신풍로 28, B137호 (신길동, 비스타동원)",이마트에브리데이 신풍역점,126.90960294998,37.4998139228913
,서울특별시 영등포구 선유로 138 (양평동3가),롯데쇼핑  롯데마트 양평점,126.891572019703,37.5260658911576
서울특별시 송파구 문정동 150번지 2호,서울특별시 송파구 중대로 80 (문정동),롯데쇼핑 롯데마트 송파점,127.117842816756,37.4917620371568
서울특별시 영등포구 영등포동8가 62번지 1호,서울특별시 영등포구 영중로 125 (영등포동8가),롯데쇼핑  롯데마트맥스 영등포점,126.904683469106,37.5278167645388
서울특별시 영등포구 여의도동 47번지 여의도자이(아) 지하 1층,"서울특별시 영등포구 여의동로3길 10 (여의도동,여의도자이(아) 지하 1층)",신세계이마트 여의도점,126.925195988034,37.5181172905531
,서울특별시 영등포구 여의동로3길 10 (여의도동),이마트 여의도점,126.925195988034,37.5181172905531
서울특별시 동작구 대방동 335번지 17호,서울특별시 동작구 상도로 81 (대방동),이마트에브리데이 대방동점,126.929559239366,37.4999513063416
서울특별시 동작구 사당동 147번지 29호 이수자이,"서울특별시 동작구 사당로 300 (사당동, 이수자이)",이마트에브리데이 이수점,126.980308511151,37.4844359490926
서울특별시 동작구 상도동 527번지,서울특별시 동작구 상도로31길 19 (상도동),이마트에브리데이 상도동점,126.944541781061,37.5062358749024
"서울특별시 동작구 사당동 105번지 신동아상가 제1층 101~105, 110호","서울특별시 동작구 동작대로29길 110 (사당동, 신동아아파트)",이마트에브리데이 사당동점,126.977745172841,37.489824423368
서울특별시 관악구 은천동 937번지 6호 동영빌딩 1층,서울특별시 관악구 은천로 51 (봉천동),이마트에브리데이 봉천동점,126.941249709289,37.4862967199076
서울특별시 관악구 미성동 607번지 73호,서울특별시 관악구 난곡로 220 (신림동),천성세이브마트,126.918058479434,37.4742854376103
"서울특별시 서초구 서초동 1498번지 5호  (영업장 지하1층,지하2층)",,롯데쇼핑  롯데마트 서초점,,
서울특별시 서초구 양재동 215호 하이브랜드 지하1층,"서울특별시 서초구 매헌로 16 (양재동,하이브랜드 지하1층)",이마트 양재점,127.036947909974,37.462467348157
서울특별시 강남구 신사동 510-11 강남상가아파트,"서울특별시 강남구 압구정로2길 46, 1층 (신사동, ---------)",이마트에브리데이 강남시장점,127.020691646267,37.5187672551656
서울특별시 강남구 역삼동 755번지,서울특별시 강남구 역삼로 310 (역삼동),이마트 역삼점,127.048420861876,37.4992355425931
서울특별시 송파구 신천동 29번지 롯데월드타워앤드롯데월드몰,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 (신천동)",롯데쇼핑  롯데마트 월드타워점,127.104301829165,37.5137129859207
서울특별시 송파구 잠실동 40번지 1호,서울특별시 송파구 올림픽로 240 (잠실동),롯데쇼핑 롯데마트 제타플렉스 잠실점,127.098141751177,37.5113096112036
서울특별시 송파구 오금동 615번지,서울특별시 송파구 양재대로72길 5 (오금동),농협하나로마트방이역점,127.127546833594,37.5099574942875
서울특별시 송파구 가락동 88번지 2호,서울특별시 송파구 중대로9길 35 (가락동),이마트에브리데이 가락동점,127.118306937019,37.4963112057974
서울특별시 송파구 가락동 479 헬리오시티,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",이마트에브리데이 송파점,127.102531804188,37.4976145695004
서울특별시 강동구 천호동 454번지 1호,서울특별시 강동구 천호대로 1017 (천호동),이마트천호점,127.125146170477,37.5387290509448
서울특별시 강동구 명일동 46번지 4 호,서울특별시 강동구 고덕로 276 (명일동),이마트명일점,127.155613136912,37.5547067235109
서울특별시 강동구 명일동 15 삼익그린맨션,"서울특별시 강동구 명일로 375, 삼익그린맨션 지하1층 (명일동)",이마트에브리데이 명일동점,127.149457646714,37.5520142970108
서울특별시 강동구 성내1동 451번지,서울특별시 강동구 올림픽로 528 (성내동),농협유통 하나로마트 성내점,127.120399895825,37.5294051174033
서울특별시 강동구 명일동 46번지 4호,,신세계 이마트 명일점,,
